year,songName,songURI,artistName,artistURI,albumName,albumURI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,mode,key,time_signature,popularity
1982,"Mirror, Mirror",spotify:track:5E7suGUJJwsAmUMEfRdCr6,Diana Ross,spotify:artist:3MdG05syQeRYPPcClLaUGl,Why Do Fools Fall in Love (Expanded Edition),spotify:album:1YoO4z2HF3sxc7JUAvXozm,0.219,0.742,0.739,0.00522,0.787,-5.797,0.0378,103.883,0.958,367373,0,7,4,14
1982,Vacation,spotify:track:0oc7YoWV783fGr2GbdcIrz,The Go-Go's,spotify:artist:2mG8HHQ9S9kcbjcrb5N1FE,Vacation,spotify:album:7qSxcMI3rTQaD1oTi1vel0,0.0875,0.5,0.823,0,0.316,-8.64,0.0264,156.79,0.88,179827,1,4,4,50
1982,(Oh) Pretty Woman,spotify:track:2tIOS5Rm07vQbsaRjdKvPC,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Diver Down,spotify:album:25PklWWd9BNwhi6WPiAq4S,0.275,0.449,0.957,2.08e-06,0.295,-2.989,0.0671,127.971,0.591,175307,1,1,4,0
1982,Should I Do It,spotify:track:4aloxog6eatkPa34BFmj8G,The Pointer Sisters,spotify:artist:2kreKea2n96dXjcyAU9j5N,Black & White (Expanded Edition),spotify:album:4ZjbAxpWpR9qhY7253jNrX,0.126,0.666,0.803,0.000176,0.609,-4.636,0.0288,130.443,0.75,231600,0,11,4,22
1982,Hot In The City - 2001 Digital Remaster,spotify:track:0MHTpNtTcrdseMWAhh7Sdp,Billy Idol,spotify:artist:7lzordPuZEXxwt9aoVZYmG,Billy Idol,spotify:album:7356ztInCyuUn4iQVdJxGy,0.000657,0.614,0.885,8.52e-05,0.139,-6.677,0.0265,111.393,0.676,218067,1,5,4,1
1982,Kids In America,spotify:track:0m2BFvSyFp8eyB8aEIVS9T,Kim Wilde,spotify:artist:73a6pNH4YtLNgDbPQwXveo,Kim Wilde [plus bonus tracks],spotify:album:7sBYfHsAB0csOUJedOV1bU,0.0953,0.557,0.782,6.75e-06,0.118,-3.899,0.0475,159.621,0.305,205533,1,4,4,3
1982,Man On Your Mind - Remastered,spotify:track:4LzdgN6x9EHyE8MDjrq4lq,Little River Band,spotify:artist:6clbbhnIqpHnqxwtOWcilg,Time Exposure (Remastered),spotify:album:76BubGTTioRfDDSyzPpnVM,0.0921,0.815,0.68,0.000349,0.0741,-9.73,0.0474,112.863,0.961,256840,1,4,4,22
1982,What's Forever For?,spotify:track:5j2yIrnbgDW51GM95ZjqDj,Michael Martin Murphey,spotify:artist:4jL1usPiGDK8TD46zJP4gu,The Best Of Michael Martin Murphey,spotify:album:4oNkliPdTLg2FHIDp4PgDN,0.47,0.551,0.214,0,0.141,-16.631,0.0282,75.268,0.294,171907,0,0,4,49
1982,Waiting On A Friend - Remastered 2009,spotify:track:4Wd9pEtEnZNDjgiswGOpJb,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Tattoo You (2009 Re-Mastered),spotify:album:15XNBzVWARPMlu0sEbfBjJ,0.157,0.606,0.794,0.0406,0.568,-6.042,0.0282,116.93,0.911,274227,1,0,4,58
1982,Do I Do - Single Version,spotify:track:0t4xA99uy7pfGMUAouPmPy,Stevie Wonder,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,The Definitive Collection,spotify:album:7fjiLZzAXNUXUazn89VBMc,0.0735,0.709,0.869,1.04e-05,0.305,-10.262,0.0501,113.271,0.887,303133,1,11,4,0
1982,Working for the Weekend - Remastered,spotify:track:2HdQsJeDUPfMHjZNaKmSkO,Loverboy,spotify:artist:2CLVPk9FcywjClBcTvWPkT,Get Lucky,spotify:album:1njQSbWn2T8aagWSBmXilD,0.0134,0.528,0.909,0.000571,0.218,-6.047,0.0388,147.286,0.786,221587,1,7,4,38
1982,Arthur's Theme (Best That You Can Do),spotify:track:5fnOrhQ4KgT5irGCjIccGH,Christopher Cross,spotify:artist:695W5F2Ih8dYahLdjVOIoH,Arthur - The Album [Original Soundtrack],spotify:album:0QXYfxXpKeLlr3hueenIHB,0.169,0.526,0.515,0.000816,0.181,-11.169,0.0389,136.543,0.518,234493,1,9,4,71
1982,Through The Years - Single Version,spotify:track:5TSSjhWoGjWJfkfa6lziFJ,Kenny Rogers,spotify:artist:4tw2Lmn9tTPUv7Gy7mVPI4,A Love Song Collection,spotify:album:0AtWFXOdX6hnMIXRfpYoyS,0.348,0.554,0.487,1.33e-06,0.213,-7.604,0.0264,131.127,0.258,285027,1,0,4,3
1982,Edge of Seventeen,spotify:track:1m9saE7zpF33TxI19j57UN,Stevie Nicks,spotify:artist:7crPfGd2k81ekOoSqQKWWz,Bella Donna,spotify:album:2anR0CWeiIAyEE2VNwLTaP,0.277,0.59,0.828,5.57e-06,0.0868,-6.28,0.0439,111.353,0.636,329680,1,0,4,6
1983,Every Breath You Take - Remastered 2003,spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,The Police,spotify:artist:5NGO30tJxFlKixkPSgXcFE,Synchronicity,spotify:album:7yDxJXFPl88Dt9kBo0dDD6,0.56,0.813,0.46,0.0105,0.0724,-9.78,0.0346,117.387,0.729,253887,1,1,4,25
1983,Billie Jean,spotify:track:7J1uxwnxfQLu4APicE5Rnj,Michael Jackson,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Thriller,spotify:album:2ANVost0y2y52ema1E9xAZ,0.0174,0.932,0.458,0.0432,0.0414,-9.62,0.054,117.004,0.885,294227,0,11,4,59
1983,Flashdance... What A Feeling,spotify:track:0FIQjzPGk8eJd1cDRHRFWb,Irene Cara,spotify:artist:3oZa8Xs6IjlIUGLAhVyK4G,Flashdance... What A Feeling,spotify:album:0dq2IoG1xIb5vLMmpr1xbK,0.138,0.637,0.63,3.79e-06,0.214,-8.166,0.0372,124.913,0.59,234040,0,7,4,49
1983,Flashdance...What a Feeling - Radio Edit,spotify:track:3cbV252akVZInSvJk7jAYX,Irene Cara,spotify:artist:3oZa8Xs6IjlIUGLAhVyK4G,What a Feelin',spotify:album:0BK4XIgJ3AublHWN48vNzS,0.0058,0.572,0.654,3.21e-06,0.09,-7.027,0.0344,122.491,0.399,237053,0,7,4,70
1983,Down Under,spotify:track:3ZZq9396zv8pcn5GYVhxUi,Men At Work,spotify:artist:0f3EsoviYnRKTkmayI3cux,Business As Usual,spotify:album:4HDJMKkwAMVFewqfZcmf84,0.129,0.739,0.459,0.0194,0.0474,-14.42,0.0294,107.115,0.892,222320,0,11,4,65
1983,Beat It - Single Version,spotify:track:3BovdzfaX4jb5KFQwoPfAw,Michael Jackson,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Thriller,spotify:album:2ANVost0y2y52ema1E9xAZ,0.0246,0.776,0.71,0.000337,0.234,-9.03,0.0472,138.727,0.904,258400,0,3,4,57
1983,Total Eclipse of the Heart,spotify:track:5prTs2HAw2G4idHZyeFp8o,Bonnie Tyler,spotify:artist:0SD4eZCN4Kr0wQk56hCdh2,The Very Best Of Bonnie Tyler,spotify:album:1CuFf5IslmlCno7DAFjrt9,0.195,0.435,0.658,0,0.102,-8.179,0.0661,130.276,0.184,269787,1,8,4,75
1983,Maneater,spotify:track:4aKIs5t9TqP59btlCGPrgw,Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,H2O,spotify:album:5nDQAU3K52JimAaShsZoSn,0.0351,0.727,0.685,4.43e-05,0.0973,-7.159,0.0398,88.75,0.812,271893,0,11,4,23
1983,"Baby, Come To Me",spotify:track:3OZekP4HorYTWdAiIxyBOa,Patti Austin;James Ingram,"spotify:artist:0JxChc2w5fwTGbXKfc4cRd,spotify:artist:5bTTx0CRvZj1kRJwUsWWYo",Ultimate Collection: Quincy Jones,spotify:album:2dFBWAEpVyLq1BXkJ4ASFQ,0.519,0.632,0.579,0,0.144,-9.2,0.0743,90.385,0.673,215200,0,7,4,33
1983,Maniac - BOF Flashdance,spotify:track:45oFq8ZKV9KDhzYb2Rh1y4,Michael Sembello,spotify:artist:771qBvjnXOH9Azr6lKy6FB,80's Pop Number 1's,spotify:album:3bl2ynZYqr4l37MQ2Wense,0.019,0.651,0.639,0,0.0522,-7.836,0.0583,157.738,0.758,247440,0,3,4,4
1983,Sweet Dreams (Are Made of This) - Remastered,spotify:track:1TfqLAPs4K3s2rJMoCokcS,Eurythmics,spotify:artist:0NKDgy9j66h3DLnN8qu1bB,Sweet Dreams (Are Made Of This),spotify:album:5jNDWA19BJbE24x1UUJGRY,0.227,0.692,0.711,0,0.12,-7.498,0.0317,125.135,0.875,216933,0,0,4,81
1983,Do You Really Want To Hurt Me,spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7,Culture Club,spotify:artist:6kz53iCdBSqhQCZ21CoLcc,Kissing To Be Clever,spotify:album:4y1hBzoffx9DaGXbObeC2w,0.0815,0.744,0.376,0,0.108,-14.996,0.0366,100.78,0.42,262173,0,4,4,63
1983,You And I,spotify:track:7sWlOFUnQShNdxgk1B0TuW,Eddie Rabbitt;Crystal Gayle,"spotify:artist:0jgAONnsHxrwAlhkMUVS78,spotify:artist:6OheJTrDFGiyZ67F1BBLhc",Radio Romance,spotify:album:532JCZV9eoJkF8fgOtwYkE,0.249,0.377,0.326,0.000686,0.111,-12.515,0.0292,163.741,0.222,241040,1,5,4,49
1983,Come On Eileen,spotify:track:0EMmVUYs9ZZRHtlADB88uz,Dexys Midnight Runners,spotify:artist:4QTVePrFu1xuGM9K0kNXkk,Too Rye Ay,spotify:album:0QNluXFRHFyRVDiBHXmstK,0.648,0.45,0.658,3.14e-06,0.264,-7.064,0.0472,106.799,0.781,287307,1,2,4,21
1983,Shame On The Moon,spotify:track:1Gxaks4MTbjMCAQ20rx4Iy,Bob Seger,spotify:artist:485uL27bPomh29R4JmQehQ,The Distance,spotify:album:0uaavZx8ako3Kb6GFpb1G1,0.283,0.615,0.563,0.00118,0.117,-7.585,0.0254,105.772,0.547,295053,1,9,4,50
1983,She Works Hard For The Money,spotify:track:3FlOciKDqFlTMPeC7t92Qy,Donna Summer,spotify:artist:2eogQKWWoohI3BSnoG7E2U,She Works Hard For The Money,spotify:album:0x3qYJCMrhJPgi7hTqxEl2,0.00486,0.758,0.638,0.0141,0.0938,-13.01,0.0378,136.502,0.984,320840,0,8,4,58
1983,Never Gonna Let You Go,spotify:track:5u8bqfaYSh0qVTsgslPknf,Sérgio Mendes,spotify:artist:65c5si0ePAwkOCn4M35Ho7,Sergio Mendes,spotify:album:3MWjLK7oyJStLWqQmdDJfU,0.567,0.639,0.403,0,0.67,-12.401,0.0349,132.56,0.324,255600,1,7,4,41
1983,Hungry Like the Wolf - 2009 Remaster,spotify:track:39lSeqnyjZJejRuaREfyLL,Duran Duran,spotify:artist:0lZoBs4Pzo7R89JM9lxwoT,Rio (Collector's Edition),spotify:album:02tfQwJSOLP77oCd9U8bqm,0.0433,0.691,0.812,1.16e-06,0.299,-7.772,0.0558,127.568,0.685,220627,1,0,4,72
1983,Let's Dance - 1999 Remaster,spotify:track:0F0MA0ns8oXwGw66B2BSXm,David Bowie,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,Let's Dance (1999 Remaster),spotify:album:37KYBt1Lzn4eJ4KoCFZcnR,0.00388,0.619,0.703,0.205,0.163,-9.414,0.0525,115.043,0.709,457133,0,10,4,37
1983,Twilight Zone,spotify:track:1miXjv3X34Q9w7wDZoBnDz,Golden Earring,spotify:artist:1iTlOqIrZy8DlvCPJY2sjS,Cut,spotify:album:1dMzGnObFJwZRG5Ki7i7Nt,0.00785,0.656,0.756,3.49e-05,0.0927,-6.516,0.0399,118.56,0.542,478107,0,11,4,47
1983,I Know There's Something Going On,spotify:track:7FMkvg32R2ZQqlcqcGgVzr,Frida,spotify:artist:5uOVb4hLSQVbHbVVt27tV1,Something's Going On (Remastered),spotify:album:3Q3RJWU0TlassvRIdDxyco,0.0432,0.59,0.796,0.339,0.0808,-8.228,0.0356,109.018,0.884,326747,0,2,4,0
1983,Jeopardy,spotify:track:7LmDmvqagpX0PKxveGtZTa,The Greg Kihn Band,spotify:artist:1Yyag4BRejtPxsKTrSkKDz,Kihnspiracy,spotify:album:0bKkOfLzf0a3gl9I0Yrm3M,0.0712,0.851,0.808,0.0504,0.156,-4.695,0.0355,110.566,0.89,229653,1,0,4,49
1983,She Blinded Me With Science,spotify:track:6HYf9ZEZKuxy581QVmYA6c,Thomas Dolby,spotify:artist:2Uz58cSxlJgefDaSikxYQ7,The Golden Age Of Wireless,spotify:album:3V177EgHtR65iBY1NHZxp4,0.108,0.799,0.755,0.169,0.0661,-11.538,0.0419,128.695,0.975,221267,1,9,4,37
1983,Africa,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,Toto IV,spotify:album:62U7xIHcID94o20Of5ea4D,0.257,0.671,0.373,7.95e-05,0.0481,-18.064,0.0323,92.717,0.732,295893,1,9,4,84
1983,Little Red Corvette,spotify:track:4iozhXt27eMl39W5z7R8H6,Prince,spotify:artist:5a2EaR3hamoenG9rDuVn8j,1999,spotify:album:3U1ht9EdWEI9nMvaqdQI67,0.281,0.748,0.746,3.31e-05,0.632,-9.721,0.111,123.144,0.709,296907,1,1,4,53
1983,Back on the Chain Gang - 2007 Remaster,spotify:track:4cMHCRLPNoEbpnl2rz6GS9,Pretenders,spotify:artist:0GByy3DcfbQwDvXGCWmzv9,Learning To Crawl [Expanded and Remastered],spotify:album:48NYXFdasUBuSeO3RAolt3,0.116,0.598,0.901,0.0401,0.178,-6.081,0.0359,153.24,0.814,231120,1,2,4,63
1983,Up Where We Belong,spotify:track:0Co8hKbjUy273NrGliGdWZ,Joe Cocker;Jennifer Warnes,"spotify:artist:3pFCERyEiP5xeN2EsPXhjI,spotify:artist:1BwHztAQKypBuy5WBEdJnG",The Best Of Joe Cocker (Domestic Only),spotify:album:7aP5c3ADIf5bmA1G80C4Cc,0.597,0.573,0.429,8.18e-05,0.0839,-8.68,0.0294,139.097,0.361,233240,1,2,4,54
1983,Mr. Roboto,spotify:track:7C0rG4oWO7VeZcffyW1sK9,Styx,spotify:artist:4salDzkGmfycRqNUbyBphh,Kilroy Was Here,spotify:album:0fRptUxZ5A1EAJww9bcqu6,0.186,0.663,0.482,0,0.0521,-12.093,0.0479,144.13,0.314,328707,1,1,4,60
1983,You Are,spotify:track:2SQkCUj5rYrFCRKnaTbYYr,Lionel Richie,spotify:artist:3gMaNLQm7D9MornNILzdSl,Lionel Richie,spotify:album:5R8J87WpdqO4t4pB4F4LNJ,0.196,0.777,0.456,3.23e-05,0.0473,-12.736,0.033,111.981,0.727,300880,1,1,4,52
1983,"Der Kommissar - 7"" Version",spotify:track:2wjCYgpCMywSDkds2c8Rq6,After The Fire,spotify:artist:194g4SFwSSzyPtgkH7v3Cx,Der Kommissar,spotify:album:5NwOlJYtCc5iK8WKba5rHu,0.36,0.689,0.755,3.02e-06,0.0842,-8.202,0.0622,120.764,0.962,248000,1,2,4,49
1983,Puttin' On The Ritz (Re-Recorded / Remastered),spotify:track:5tdTQGPEaPH2B4TRpxLypg,Taco,spotify:artist:6Dxf1ZaJBrpbumiqTTnlIH,Puttin' On The Ritz (Re-Recorded / Remastered),spotify:album:1k4K4f9HQ1EMQINmqkBYBl,0.00649,0.866,0.283,0.0222,0.0411,-12.381,0.0614,98.881,0.691,281815,0,9,4,40
1983,Sexual Healing,spotify:track:3VZmChrnVW8JK6ano4gSED,Marvin Gaye,spotify:artist:3koiLjNrgRTNbOwViDipeA,Midnight Love,spotify:album:3gPlX9Zs3tXZZKNCyoOkSm,0.119,0.805,0.601,0.000129,0.0581,-9.7,0.0579,94.382,0.746,238600,0,0,4,72
1983,(Keep Feeling) Fascination - Remastered,spotify:track:5gHZapv1Sb4AV3JHYyM3a0,The Human League,spotify:artist:1aX2dmV8XoHYCOQRxjPESG,Countdown To The New Year,spotify:album:5FXKTAsu4P2YjPKyuHr9Sl,0.162,0.706,0.668,2.85e-06,0.165,-6.051,0.0773,118.131,0.676,222987,1,0,4,35
1983,Time (Clock Of The Heart),spotify:track:1tlrAb0CNqn2e8EMb4MWLW,Culture Club,spotify:artist:6kz53iCdBSqhQCZ21CoLcc,Culture Club,spotify:album:1x5yxAvStMBrG5vxdKMdhY,0.471,0.716,0.773,0,0.0493,-6.329,0.0369,117.057,0.916,224493,0,0,4,47
1983,The Safety Dance,spotify:track:5ZpDiWqCG93McsnuHu9uCR,Men Without Hats,spotify:artist:34PLzyi7CdXUekiLHYyqXq,Rhythm of Youth,spotify:album:3kpkQJB2e5R1Ktr8lTs8yf,0.0463,0.779,0.742,5.56e-05,0.157,-8.534,0.0368,100.2,0.286,277480,1,5,4,55
1983,Mickey,spotify:track:3wHnnLwYFYufUNVDVQvWrb,Toni Basil,spotify:artist:59hMeIYY3k3NoX54rrVGPv,Mickey: The Very Best of Toni Basil,spotify:album:6MdSPgHUFtMVDLYZEUysbu,0.124,0.674,0.913,1.06e-05,0.139,-5.898,0.0521,148.891,0.968,253200,1,4,4,0
1983,You Can't Hurry Love,spotify:track:4YUlGNZfYA6EUE5KDsGqpC,Phil Collins,spotify:artist:4lxfqrEsLX6N1N4OCSkILp,"Hello, I Must Be Going",spotify:album:0FqbBSfKYpnhGWa5M1TxkY,0.0674,0.639,0.923,0,0.0879,-5.708,0.032,97.874,0.761,175347,1,7,4,30
1983,Separate Ways (Worlds Apart),spotify:track:4ECNtOnqzxutZkXP4TE3n3,Journey,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Frontiers,spotify:album:2EFUNYmwxe0AOGxBORrfaw,0.0188,0.451,0.962,3.17e-06,0.277,-3.947,0.0734,131.435,0.377,323707,1,0,4,67
1983,One On One,spotify:track:5BxGZBhxbiDTtDmQrHSoJv,Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,H2O,spotify:album:5nDQAU3K52JimAaShsZoSn,0.777,0.753,0.43,0.0878,0.201,-9.497,0.0259,95.537,0.83,258427,1,0,4,2
1983,We've Got Tonight,spotify:track:48uCt4uz5kEruLcWxI9gPI,Kenny Rogers;Sheena Easton,"spotify:artist:4tw2Lmn9tTPUv7Gy7mVPI4,spotify:artist:5dcOK4stT4JDkP6Dqhbz5s",Love Songs,spotify:album:5lfEHckqBoZ1ImG5QfroiH,0.757,0.489,0.159,0.000148,0.115,-13.25,0.0308,123.125,0.267,229907,1,8,4,38
1983,1999,spotify:track:2H7PHVdQ3mXqEHXcvclTB0,Prince,spotify:artist:5a2EaR3hamoenG9rDuVn8j,1999,spotify:album:3U1ht9EdWEI9nMvaqdQI67,0.137,0.866,0.73,0,0.0843,-8.201,0.0767,118.523,0.625,379267,1,5,4,68
1983,Stray Cat Strut,spotify:track:5yogRsv5ggT6iCnFgvdpho,Stray Cats,spotify:artist:2ibPkysx2PXqWLmxFD7jSg,Built For Speed,spotify:album:65PptxxbOFNvpAK9oBeVV1,0.0957,0.679,0.609,0.00113,0.0474,-9.482,0.0347,132.467,0.695,198000,0,0,4,50
1983,Allentown,spotify:track:59xhCcRskqyMtKzdvLZDfV,Billy Joel,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,The Nylon Curtain,spotify:album:50bajZpetfL5T0iRCOR74J,0.127,0.69,0.837,7.2e-06,0.102,-8.312,0.0289,113.817,0.967,230160,1,7,4,52
1983,Stand Back,spotify:track:0rGAXICbASwG2i3RLnPvTk,Stevie Nicks,spotify:artist:7crPfGd2k81ekOoSqQKWWz,The Wild Heart,spotify:album:4DxKR2ULGfa7nXmWEHN5qf,0.0731,0.684,0.707,0.00346,0.0814,-12.439,0.0457,116.067,0.615,291200,1,7,4,0
1983,Tell Her About It,spotify:track:6kCJMxv445L2okuTiou1fR,Billy Joel,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,An Innocent Man,spotify:album:3R3x4zIabsvpD3yxqLaUpc,0.00777,0.565,0.894,0,0.49,-5.241,0.175,182.262,0.737,229200,1,8,4,55
1983,Always Something There to Remind Me,spotify:track:605xqf1Xl2yi9uOFwCYuNU,Naked Eyes,spotify:artist:3C6chBmZ9wzisBhoh8G2nK,Best Of,spotify:album:2pceXt5NqVC12uWPib0fYy,0.133,0.613,0.801,0,0.545,-5.165,0.0352,149.258,0.691,218933,1,7,4,35
1983,Truly,spotify:track:7AslBsiVLQAGrmFmi79ZeK,Lionel Richie,spotify:artist:3gMaNLQm7D9MornNILzdSl,Lionel Richie,spotify:album:5R8J87WpdqO4t4pB4F4LNJ,0.646,0.366,0.238,1e-05,0.0876,-13.853,0.0381,68.362,0.131,200507,1,1,4,60
1983,Dirty Laundry,spotify:track:7LFer4drCtWSyD8oxORZtC,Don Henley,spotify:artist:5dbuFbrHa1SJlQhQX9OUJ2,I Can't Stand Still,spotify:album:2liPmoa0xyg9DcjKOryJ66,0.0848,0.756,0.773,0.00256,0.0792,-6.65,0.0306,98.384,0.954,336800,0,5,4,59
1983,The Girl Is Mine (with Paul McCartney),spotify:track:4IT6vDuKprKl6jyVndlY8V,Michael Jackson;Paul McCartney,"spotify:artist:3fMbdgg4jU18AjLCKBhRSm,spotify:artist:4STHEaNw4mPZ2tzheohgXB",Thriller,spotify:album:2ANVost0y2y52ema1E9xAZ,0.226,0.681,0.527,0,0.0989,-10.422,0.0561,81.425,0.707,222333,1,9,4,51
1983,Too Shy,spotify:track:6WEBIVqiEsevfgJefTyuQQ,Kajagoogoo,spotify:artist:0f3kLT4wvi2mFHlHJgV8Hl,White Feathers,spotify:album:52koatNHePHRWEmmkP0z2Z,0.101,0.714,0.709,9.38e-05,0.0786,-11.067,0.0743,108.018,0.728,222320,0,5,4,58
1983,Goody Two Shoes,spotify:track:108juuKgzQCk3GGv19lAh3,Adam Ant,spotify:artist:3QP0XPDwbvGivqDAaJ5f5G,Friend Or Foe,spotify:album:4hc2o1cQdgbZbZ6TdbF9DB,0.0276,0.648,0.895,0.3,0.0408,-10.383,0.0485,95.775,0.783,208600,0,1,4,0
1983,Rock the Casbah - Remastered,spotify:track:56KqaFSGTb7ifpt16t5Y1N,The Clash,spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,Combat Rock (Remastered),spotify:album:1ZH5g1RDq3GY1OvyD0w0s2,0.287,0.796,0.872,0,0.284,-6.722,0.0573,129.894,0.866,222427,0,9,4,73
1983,Our House,spotify:track:1qV6e4ITnfGmA6m6Vklvbi,Madness,spotify:artist:4AYkFtEBnNnGuoo8HaHErd,Madness,spotify:album:2P1bkVHSonLBBSKvrBbdbw,0.0285,0.601,0.649,7.71e-05,0.127,-10.57,0.0554,121.66,0.708,201133,1,7,4,58
1983,Overkill,spotify:track:3iA4foXIFpekwHyma7pRs1,Men At Work,spotify:artist:0f3EsoviYnRKTkmayI3cux,Cargo,spotify:album:4GDchmJ8oESRJ58cDXvnE0,0.0854,0.646,0.809,0,0.0806,-3.99,0.0282,139.2,0.588,229467,0,1,4,54
1983,Is There Something I Should Know?,spotify:track:0lJK5ZmN9K4IaEi6QHj5W8,Duran Duran,spotify:artist:0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,spotify:album:7rCjItVh49HVMaHqxFKPRZ,0.0218,0.57,0.967,6.44e-06,0.285,-4.956,0.076,124.856,0.776,249667,1,7,4,31
1983,Gloria,spotify:track:15ob9SMGLWrexuPuyuMjKl,Laura Branigan,spotify:artist:4463nfFMmK1cwAWBQDwT5e,The Best Of Branigan,spotify:album:2bfvV9aRLN1BseXz4FbVnW,0.135,0.775,0.866,0.0376,0.152,-3.598,0.0295,131.34,0.876,295067,1,9,4,67
1983,Affair of the Heart,spotify:track:6sQhzyoKVtjB1xohOJRt06,Rick Springfield,spotify:artist:6IFXsrXBpwbIqtOUOiAa3p,The Best Of Rick Springfield,spotify:album:7bVG2FiRaUwDyzlOFxVX9i,0.0501,0.609,0.907,0,0.0964,-7.245,0.0433,129.077,0.378,226760,0,9,4,31
1983,She's A Beauty - Remastered 1991,spotify:track:7HF88mJXq8DpotZohoW2mo,The Tubes,spotify:artist:7zfhej6FnVXN9LIXs6dcoK,Outside Inside,spotify:album:2WiDQ5arP6dQ5unzoTJ0UH,0.0684,0.689,0.789,0.000516,0.297,-8.565,0.0359,110.739,0.631,240667,1,2,4,51
1983,Solitaire,spotify:track:17RxTPSIGg0WP92dAiZliC,Laura Branigan,spotify:artist:4463nfFMmK1cwAWBQDwT5e,Branigan 2,spotify:album:7KYSQrbIraNspxKXbXoJ8e,0.361,0.695,0.826,0.00366,0.113,-5.298,0.0299,138.675,0.806,245933,0,6,4,26
1983,Don't Let It End,spotify:track:0huaODTI1xKsfJJk8EJEkf,Styx,spotify:artist:4salDzkGmfycRqNUbyBphh,Kilroy Was Here,spotify:album:0fRptUxZ5A1EAJww9bcqu6,0.318,0.41,0.24,2e-06,0.0741,-14.55,0.0318,112.808,0.167,296107,1,1,4,42
1983,How Am I Supposed to Live Without You,spotify:track:5GzyRXMbtyoN8A4lgYicTP,Laura Branigan,spotify:artist:4463nfFMmK1cwAWBQDwT5e,Branigan 2,spotify:album:7KYSQrbIraNspxKXbXoJ8e,0.813,0.559,0.469,8.33e-05,0.134,-8.26,0.0355,139.079,0.185,263320,1,10,4,35
1983,China Girl - 1999 Remaster,spotify:track:1bki22ZoLCkqb0QIJ5PtJF,David Bowie,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,Let's Dance (1999 Remaster),spotify:album:37KYBt1Lzn4eJ4KoCFZcnR,0.00961,0.626,0.642,0.081,0.156,-9.838,0.0264,133.947,0.817,333267,0,4,4,27
1983,Come Dancing,spotify:track:32y1kRg6IF3f6jpkHxzFoK,The Kinks,spotify:artist:1SQRv42e4PjEYfPhS0Tk9E,State of Confusion,spotify:album:67G6OvRO8vx0HEIN9g5kjO,0.244,0.499,0.763,1.4e-05,0.0828,-11.617,0.0704,152.677,0.895,234853,1,7,4,49
1983,"Promises, Promises - Single Version",spotify:track:3sks3fxIzjffXVaTC4Dl69,Naked Eyes,spotify:artist:3C6chBmZ9wzisBhoh8G2nK,Best of,spotify:album:4mfWTVhQ0TElMK1nbMPZBZ,0.13,0.759,0.631,0.000702,0.0643,-11.652,0.0406,113.477,0.833,231093,0,9,4,1
1983,The Other Guy,spotify:track:3utV3uUIjDJhXTP4d9oqrc,Little River Band,spotify:artist:6clbbhnIqpHnqxwtOWcilg,Greatest Hits,spotify:album:5OajcRNtdKugFqYgIsEkRY,0.363,0.819,0.474,0,0.0889,-10.664,0.0545,109.008,0.804,167560,1,5,4,28
1983,Making Love Out of Nothing at All,spotify:track:6a3cnqlJpbmMQyxq2oMLoO,Air Supply,spotify:artist:4xXCRXOfQKQ2gjWxNhNzYW,Greatest Hits,spotify:album:05oIiY7Wj3JQG2uzTmgNRB,0.129,0.392,0.701,0.000184,0.269,-6.001,0.031,137.448,0.509,340107,1,7,4,34
1983,Family Man,spotify:track:4iET2VSSZ60K8S77FQRPGS,Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,H2O,spotify:album:5nDQAU3K52JimAaShsZoSn,0.463,0.771,0.824,1.07e-05,0.206,-5.79,0.0361,131.346,0.893,205467,0,2,4,1
1983,Wanna Be Startin' Somethin',spotify:track:1hu2s7qkm5bo03eODpRQO3,Michael Jackson,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Thriller,spotify:album:2ANVost0y2y52ema1E9xAZ,0.0258,0.842,0.872,0.417,0.0596,-8.235,0.0456,122.112,0.906,363400,1,9,4,55
